Title,Schedule,Description,Location,Phone,Email,Website
Twinkle Toes @ St Mary's - Breakfast and Afterschool Club,N/A,Breakfast club can be used as a drop-in and no booking is required for this. Booking is required for after-school club. Places are allocated on a first come first served basis and places will not be held. We are open 38 weeks of the year.…,"Wright Street, Platt Bridge, Wigan, WN2 3UQ, 01942 557572",N/A,N/A,N/A
Twist Lane Nursery,N/A,"Established in 1994, we are a small nursery registered for 33 children. We provide a warm, caring, friendly environment with 2 large outdoor play areas. A dedicated team of experienced qualified staff provide individual care for their own key groups of children. All snacks and…","21, Twist Lane, Leigh, Lancashire, WN7 4BZ, 01942 604414",N/A,N/A,N/A
Tyldesley Primary School,N/A,"We are a caring and friendly school, with high expectations for every learner. Our school values are at the core of everything we do. They underpin our teaching and learning, and provide an environment which prepares our pupils as confident, happy citizens. 'Try, Persevere, Succeed'…","Ennerdale Road, Tyldesley, Manchester, M29 7PY, 01942 882870",N/A,N/A,N/A
Tyldesley Primary School Nursery,N/A,We offer full-time and part-time hours for 3 and 4-year-olds. We provide a range of snacks for your children; snack contribution is £1 a week which needs to be in a named envelope and posted in our silver post box at the start of each…,"Ennerdale Road, Tyldesley, MANCHESTER, M29 7PY, 01942 882870",N/A,N/A,N/A
Tyldesley Primary School Out of School Club,N/A,"Our before and after-school Club provides a fun, stimulating, safe environment for your child and it is available to children from Nursery to Year 6. We aim to: Provide a childcare facility that meets the needs of parents/carers. Provide a happy, welcoming, safe and secure…","Ennerdale Road, Tyldesley, Manchester, M29 7PY, 01942 882870",N/A,N/A,N/A
Valerie Turner,N/A,This childcare provider has not yet given consent to share details on the directory. Please contact fsd@wigan.gov.uk and we will attempt to put you in contact with them.,"Winstanley, Wigan, Lancashire, WN3",N/A,N/A,N/A
Vicarage Road Playgroup,N/A,"We are a nursery located in a large portacabin in front of Abram Community Centre. We have a large playroom with areas such as construction, maths, creative, messy, reading, listening, music, home corner, sand and water, small world, ict, heuristic, mark making which children can…","Abram Community Center, Vicarage Road, Abram, Wigan, Lancashire, WN2 5QX, 07704623115",N/A,N/A,N/A
Victoria Jane Hart,Monday to Friday,"I have worked in childcare since I qualified as a nusery nurse in 1987. I have worked with children of all ages, in both nursery and my own home and have recently been graded 'Outstanding' by Ofsted. I have a fully equipped playroom, which provides a…","Wigan, Lancashire, WN1, 07939855944",N/A,N/A,N/A
The Wendy House Nursery Ltd,N/A,"We are a family run business offering affordable and flexible childcare to local families, with a strong focus on teaching and learning. During our most recent Ofsted visit in July 2021, we were graded 'Good' in all areas. We have a good team consisting of experienced…","Riveredge, Wigan, Lancashire, WN3 5AB, 01942 237212, 07735 541274",N/A,N/A,N/A
Westfield Community School,N/A,"Westfield strives to offer 'a beacon of HOPE' for the community. It is a place where everyone is valued and respected and provides a calm environment in which children, parents and staff have high expectations to achieve their best. H – HIGH EXPECTATIONS To recognise parents…","Montrose Avenue, Wigan, WN5 9XN, 01942 776007",N/A,N/A,N/A
Westfield Community School Nursery,N/A,"Westfield strives to offer 'a beacon of HOPE' for the community. It is a place where everyone is valued and respected and provides a calm environment in which children, parents and staff have high expectations to achieve their best. H – HIGH EXPECTATIONS To recognise parents…","Montrose Avenue, Pemberton, WIGAN, LANCASHIRE, WN5 9XN, 01942 776007",N/A,N/A,N/A
The Westleigh School,N/A,Our values and ethos are integral to everything we do at the Westleigh School. They have been distilled into the following statement: At Westleigh we aspire to fulfil our dreams & achieve with all our might. Together we tackle the barriers that may stand in our…,"Westleigh Lane, LEIGH, WN7 5NL, 01942 202580",N/A,N/A,N/A
Westleigh St Paul's CE Primary,N/A,"Westleigh St. Paul’s CE Primary School is committed to the provision of a high quality education for all its pupils, designed to ensure that they can realise their individual potential within a Christian framework. Values – Friendship, Love, Trust, Respect, Hope At Westleigh St Paul's we…","School Street, Leigh, WN7 5JN, 01942 672611",N/A,N/A,N/A
Westleigh St Paul's CE Primary - Breakfast Club,N/A,"On mornings that your child attends breakfast club, please come through the main office and a member of staff will let you in. This must be paid for in advance through Parentpay. We do not accept cash. Every morning your child will receive a breakfast…","School Street, Leigh, LEIGH, LANCASHIRE, WN7 5JN, 01942 672611",N/A,N/A,N/A
Whitley Pre-School Playgroup LTD,N/A,The pre-school room and large outside area are both well-equipped and are all on one level for easy access. The toileting and wash areas are directly off the main pre-school room. The manager is highly qualified - BA Hons in Early Childhood Studies and has…,"Spencer Road, Whitley, Wigan, Greater Manchester, WN1 2QR, 07745873043",N/A,N/A,N/A
Wigan Family Information Service,N/A,"Information For Parents / Carers If you are looking for childcare, holiday care or breakfast and after school care, please go to the Families section on Our Town Directory to see what is available in your local area. Wigan Family Information Service (FIS) can help with many…",N/A,N/A,N/A,N/A
Willow Grove Primary School,N/A,"At Willow Grove School we continually strive to provide the very best for your children and their social, emotional and mental health needs.  This has meant that we have continued to develop our offer in the school.  Through research inquiry, intensive CPD and through seeking the…","Willow Grove, Ashton-in-Makerfield, WIGAN, WN4 8XF, 01942 727717",N/A,N/A,N/A
Winstanley Community Primary School,N/A,"At Winstanley Community Primary School, we believe that every person in school is a valued member of the school community. Our vision and values underpin everything we do. We work together to make a difference by raising aspirations and striving for personal and academic excellence.…","Tan House Drive, Wigan, WN3 6JP, 01942 749141",N/A,N/A,N/A
Winstanley Community Primary School Nursery,N/A,"We have a school-based nursery which runs as part of our Early Years department. We have a purpose-built area which is bright and stimulating and full of exciting play-based learning resources. Our nursery is staffed by qualified, experienced teachers and a team of highly trained teaching…","Tan House Drive, Winstanley, WIGAN, Greater Manchester, WN3 6JP, 01942 749141",N/A,N/A,N/A
Wood Fold Primary School,N/A,"Over the years we have earned an excellent reputation and enjoy strong links with the local community. We are very proud of every child in our school and of their achievements, both in and beyond the classroom. At Wood Fold there is something for everyone,…","Green Lane, Standish, Wigan, Greater Manchester, WN6 0TS, 01257 400271",N/A,N/A,N/A
Woodfield Primary School,Open Monday to Friday 7:30am until 5:30pm,Woodfield Primary School is a Local Authority Primary School catering for pupils in the 4-11 years age range. We are expecting to have 210 pupils on role in September 2023 as we are able to admit 30 children per year group. Our school building was…,"Wigan Lane, Wigan, WIGAN, LANCASHIRE, WN1 2NT, 01942 243675",N/A,N/A,N/A
Woodland Adventure Nursery,N/A,We are Astley's newest childcare centre and only Woodland Adventure Nursery. Our unique mix of engaging play and outdoor activities have been designed to develop and nurture.,"Dam House, Astley Hall Drive, Tyldesley, Manchester, M29 7TX",N/A,N/A,N/A
Woodland Adventure Nursery Golborne,N/A,"This childcare provider has not yet shared information for their setting. To contact them, please email Wigan Family Information Service on fsd@wigan.gov.uk quoting their name, and we will attempt to put you in contact.","Mono Lodge, Bridge Street, Golborne, WA3 3QA, 01942 721522",N/A,N/A,N/A
Worsley Mesnes Community Primary Nursery,N/A,This is a Local Authority Nursery providing nursery provision of 15 hours per week free of charge to parents for all 3 and 4-year-olds. There are some 30 hour funded places available for those who meet the Government criteria.  School also provides breakfast and after…,"Clifton Street, Worsley Mesnes, WIGAN, LANCASHIRE, WN3 5HN, 01942 776457",N/A,N/A,N/A
Worsley Mesnes Community Primary School,N/A,"Our vision for Worsley Mesnes Community Primary School is a school where: Children understand that our school values of Respect, Friendship, Inspiration, Equality, Courage, Excellence, and Determination combined with our Worsley Mesnes Way are for school and life. They will have ambition and be prepared…","Clifton Street, Worsley Mesnes, Wigan, WN3 5HN, 01942 776457",N/A,N/A,N/A
Worsley Mesnes Community Primary School Out-of-School Care,N/A,"Worsley Mesnes has a breakfast club that is run by school staff which provides a reliable, high quality and consistent service. We provide a variety of after-school clubs until 4:30pm which provide extra curricular activities for children in sports, music and the arts.  Please contact…","Clifton Street, Worsley Mesnes, Wigan, WN3 5HN, 01942 776457",N/A,N/A,N/A
Young Person's Centre @ Westfield Community School,N/A,We provide childcare (51 weeks a year) for children aged 2 years to 11 years.  Toddler room is open Tuesday to Friday from 8:20am till 3:50pm.  Butterfly room is open Monday to Thursday from 8:20am till 3:50pm. Integrated pre-school (maintained and voluntary) open Monday to Friday from 7:30am…,"Montrose Avenue, Pemberton, Wigan, WN5 9XN, 01942 776015",N/A,N/A,N/A
